,year,size,distance
80,1961,180.5163773587346,1662.7076468034054
81,1961,157.68682947573805,1720.369403799471
82,1961,157.47325667681676,1663.3932527685488
83,1961,155.78543400497836,1613.819747306702
84,1961,153.35101684911277,1669.374355102273
85,1961,127.62055246845857,1441.294337074848
86,1961,126.8622539472808,1571.6208294740968
87,1961,122.99378614084652,1551.9633261055858
88,1961,121.3136827116732,1570.980371519662
89,1961,116.29989932964676,1653.6896944202067
90,1961,112.9809046193707,1436.891695292622
91,1961,100.21849073739327,1635.3912520952288
92,1961,99.18384236389075,1636.6087509866875
93,1961,94.87764585540829,1578.942566125473
94,1961,79.24999304422064,1465.096033196121
95,1961,75.55974402584476,1641.581280562793
96,1961,71.58175674486925,1567.5138741234339
97,1961,68.64318903321627,1742.1344538604008
98,1961,65.15672618571321,1783.0148784416076
99,1961,64.95819258397843,1791.0407728059758
100,1961,63.95528483093147,1566.3879024581704
101,1961,60.084245424135766,1545.7085666206638
102,1961,58.11125240162307,1568.9746652742542
103,1961,43.01967006897578,1568.6719757700548
104,1961,42.15733951668897,1605.4803043483118
105,1961,36.957410978673956,1781.2539717720736
106,1961,34.404585925426055,1568.3071105520353
107,1961,33.565724680105,1730.6984826143234
108,1961,33.16345645491882,1566.809200375972
109,1961,31.330886555419724,1565.6895001439036
110,1961,28.702849954246478,1776.0652903228395
111,1961,28.69390022589294,152.597375844877
112,1961,26.16958197997987,1567.9342219200364
113,1961,22.90686099156402,1773.5259902737578
114,1961,20.088918849519995,1719.5926202630299
115,1961,18.858159677075548,1629.0762500640421
116,1961,13.973043697312796,151.4637327007444
117,1961,12.457930896978906,1794.0134382523888
118,1961,10.676468378738678,1786.9759894798588
119,1961,9.509018253828646,1571.9973568856294
120,1961,8.149164782397829,1787.231264698803
121,1961,7.8807248072085025,1716.292141323515
122,1961,6.655654784644092,171.04980026552454
123,1961,6.387265409116135,140.16335982351023
124,1961,5.2785964770872855,602.8031065913589
125,1961,4.840703345537484,1120.9249671945518
126,1961,4.8406735456309,1121.5847685709398
127,1961,4.840265743994862,1127.0908851233014
128,1961,9.680429065985038,1128.3489986899913
129,1961,4.840117190704436,1131.4692361525283
130,1961,4.840052787384065,1131.1775640621458
131,1961,4.840002681383893,1131.9000336210838
132,1961,4.839867850495553,1134.442939646474
133,1961,4.839811547295545,1135.1583928820908
134,1961,4.839699258551441,1135.5389342298242
135,1961,4.839644417272305,1137.5336287052417
136,1961,4.839346224907568,1143.7854900911352
137,1961,4.83913877161429,1146.1103621220395
138,1961,4.838931590967791,1148.0449777271233
139,1961,1.527601438852378,142.0272478804996
140,1961,0.8448880663179601,1634.689206407185
141,1961,0.5806836967662325,1555.4649110914697
142,1961,0.5121524132561597,1588.1698802172928
143,1961,0.8993823230178103,1600.9831219027656
144,1961,0.23213496427951769,1588.0135909871105
145,1961,0.22726533530686213,1564.4207076259188
146,1961,0.22457967660080944,1614.0786370646397
147,1961,0.19511675524114452,1562.6483657280703
148,1961,0.14538627982236108,1558.1389508202653
149,1961,0.13766262316501346,1609.8711589656002
150,1961,0.13277763215396549,1605.6652426073451
151,1961,0.1310710520923965,1127.7761776160048
152,1961,0.13107060299785242,1126.4487950362284
153,1961,0.13106544826246447,1131.2093026868251
154,1961,0.13106132244041874,1133.7175155271023
155,1961,0.13106077151895135,1133.1800717891174
156,1961,0.13105806176662332,1135.6797793753801
157,1961,0.13105764091061176,1135.134865442092
158,1961,0.13105273371350526,1138.2729103514205
159,1961,0.131050086755911,1140.427248684139
160,1961,0.13104858381913767,1141.6342907349533
161,1961,0.13104829871655713,1140.9874020355073
162,1961,0.1310479746558573,1141.751002392617
163,1961,0.13104469151703688,1143.66674485209
164,1961,0.13103214556701276,1148.8629211648065
165,1961,0.1310315598180251,1150.2214397459875
166,1961,0.13103131733324896,1149.2672187351518
167,1961,0.10826691001891607,1534.3397699685831
168,1961,0.09808699657887769,1628.2252081062054
169,1961,0.08455391026346107,1607.4041246983572
170,1961,0.07032350761505617,1608.5891424201373
171,1961,0.06534850947346098,1611.485901946067
172,1961,0.01820842519502759,1049.821373743093
173,1961,0.017405518067295553,1050.9154494189468
174,1961,0.017405296273018286,1049.3998163860192
175,1962,36581.078261391056,1542.7052994002054
176,1962,15955.212580940266,1694.7517561527593
177,1962,12946.255255773696,1735.283400897454
178,1962,9722.541791441376,1464.2598327787566
179,1962,10837.032276200589,1736.8265479336521
180,1962,6497.698546785679,1773.4366766870342
181,1962,4996.369773702889,1114.8533501981774
182,1962,7680.411421269555,1124.295569721047
183,1962,5005.310808118593,1130.2906218839316
184,1962,4995.395668916816,1133.6222928258223
185,1962,4995.149297014116,1135.4484776955271
186,1962,4994.830051443988,1142.6097925921508
187,1962,4687.3525082817305,1452.1812229577497
188,1962,3660.166290190955,1741.0836478470462
189,1962,3061.7624492178334,1559.4064803798187
190,1962,2653.253414119863,1757.8275435626156
191,1962,4028.068982888712,1595.4288078063694
192,1962,2143.682265251141,1646.7720126015354
193,1962,2117.5545297982812,1793.1456449367822
194,1962,2017.029784112095,1770.7284459217528
195,1962,1869.430117204855,1560.3514446229926
196,1962,1854.917369873853,1748.67277867791
197,1962,1778.1266644790503,1756.542016847568
198,1962,1742.5214246674796,1480.0297223120224
199,1962,1750.7753152061146,1566.0127021566698
200,1962,3465.000578372755,1747.9788363009932
201,1962,1418.1332251184226,1739.5118173084852
202,1962,1411.2649354507105,1490.5510521628223
203,1962,1301.9316687718538,1686.460995585645
204,1962,1241.3710696716323,1550.6947727802024
205,1962,1227.5686886647768,1690.7050811147233
206,1962,1184.679348039306,1111.7222414194935
207,1962,1114.668180204551,1670.6163750093663
208,1962,1030.313402384497,1742.9579028692754
209,1962,1008.7364527846354,1529.0830767528403
210,1962,957.0446225115415,1699.3780945260066
211,1962,875.290607399291,1546.9954271375927
212,1962,871.2139811794527,1552.7253989827161
213,1962,860.93843568124,1780.0440838895533
214,1962,959.3440350177895,1535.757176308472
215,1962,809.9106918632525,1737.0326534279932
216,1962,749.4108259392027,1599.6078337429972
217,1962,624.6632789978918,1121.440235430469
218,1962,596.7971741855168,1553.4838407772388
219,1962,593.0932029042515,1725.8532078475978
220,1962,584.137357542649,1665.758347674147
221,1962,571.7541271905494,1439.0551215868343
222,1962,545.297849696108,1793.4937179569124
223,1962,504.6492338499484,1679.6890322060938
224,1962,475.74151801682586,1499.0790237207254
225,1962,445.91572241172776,1718.873924403129
226,1962,423.2366905549319,1756.7064080615442
227,1962,420.5447283870798,1591.4120189540758
228,1962,414.4361572948033,1100.8206510221057
229,1962,409.4713111610186,1563.0580790732297
230,1962,397.4887990081108,1720.9282456599874
231,1962,385.1620753104799,1385.6437347564333
232,1962,379.513958302206,1584.2109255416985
233,1962,361.1849324924435,1700.0592510324889
234,1962,332.81865311451804,1582.6210988923833
235,1962,320.2608974788144,1255.3294486067819
236,1962,395.52895746188653,1581.448235370671
237,1962,297.18038326133427,1581.3541314982797
238,1962,263.1913476173057,1487.1354897320791
239,1962,237.22426684895538,1554.8246086173006
240,1962,228.4150580014036,1556.7899759993634
241,1962,220.17380271025414,1690.0944992792306
242,1962,188.32098373529436,1509.1257150230633
243,1962,168.89367988589672,1625.1594876158147
244,1962,209.75511052025968,1570.3783674121235
245,1962,152.95873962318825,1618.328901864788
246,1962,148.5155082408952,1770.1371087645362
247,1962,138.86348976715922,1774.9840464289455
248,1962,137.82681532316093,1624.2351985855464
249,1962,130.14680989493922,1560.931678552204
250,1962,263.15488261629656,1554.781560861393
251,1962,128.6599266569566,1605.6276121619321
252,1962,123.45811842469593,1611.3654492518606
253,1962,117.52519246072458,1558.7310197767345
254,1962,116.21644775206288,1536.3244901084374
255,1962,114.318316626894,1666.920279353874
256,1962,110.49012363352985,1691.0733683061856
257,1962,104.30214880350081,1469.132262526427
258,1962,100.3627360191167,1747.396072641793
259,1962,99.95911394573244,1123.6372809463087
260,1962,99.9448334894276,1134.8945400229436
261,1962,96.57368171005152,1635.6683028037844
262,1962,88.87753901429978,1623.1019784601647
263,1962,82.18251172771468,533.4311394332568
264,1962,79.17997547898585,1626.7115296265354
265,1962,72.65462101818454,1567.3650595362378
266,1962,67.84082599802103,1741.2566508687503
267,1962,64.27103308980713,1554.1386515759439
268,1962,63.84856404734982,1627.0838662199794
269,1962,62.44660698229072,1604.587524265198
270,1962,62.07350372881546,1467.6146424794954
271,1962,62.01497529055148,1600.6028690805172
272,1962,60.797502458445905,1523.7216012364154
273,1962,60.586758219297124,1620.9415607846795
274,1962,58.305034396802085,1547.3712238530022
275,1962,54.8173823871873,1784.3902777376895
276,1962,49.77431964056707,1797.56803436202
277,1962,45.03216264283685,1150.2833773355085
278,1962,44.76876017242478,1544.8300665094137
279,1962,43.372173683453056,1258.162562586079
280,1962,43.07508972701806,1448.6008673581434
281,1962,40.1472345784966,1458.8281790483895
282,1962,39.128053025113246,1466.688257458049
283,1962,38.645099092016885,1451.9699029298229
284,1962,36.9857759147832,1735.141775163195
285,1962,35.20257454524206,156.0969361697766
286,1962,26.936341398007762,1577.9590130977826
287,1962,26.052355343034595,1596.3876520255355
288,1962,25.76206681193437,1553.0195733889836
289,1962,24.484194949110556,1569.5331024593193
290,1962,21.503995938969585,1591.1499344185338
291,1962,20.96621300582679,1570.4612224065422
292,1962,20.147731345405546,1548.6312148035124
293,1962,16.462547734506767,1776.7062225149298
294,1962,14.873462118978887,1786.46617986558
295,1962,12.68213529009691,1569.7290639178912
296,1962,12.194567172136795,1469.0484056120436
297,1962,9.121074567431155,1790.9492867423778
298,1962,17.964594603290642,1598.830022923438
299,1962,8.359766177379472,1605.105014455287
300,1962,6.677045062121091,1564.4196023433096
301,1962,6.231398378694254,1792.1042513412858
302,1962,4.920378073365727,1566.6605998047087
303,1962,4.840722342019968,1120.5201000415234
304,1962,4.840703665011947,1120.3543143081115
305,1962,4.840696077243703,1121.1153749737905
306,1962,4.840610932269006,1121.2521396457664
307,1962,4.840340850011095,1128.0205547724074
308,1962,4.840273828982614,1129.2442078068186
309,1962,4.840183294152031,1128.5992886898816
310,1962,4.83975004270452,1134.6174551154977
311,1962,4.839701674538104,1135.4120568976316
312,1962,4.839600867334482,1136.9976217147369
313,1962,4.839550450209522,1140.3766238876217
314,1962,4.83950658340722,1140.8344801378416
315,1962,4.83940713772361,1140.531666473482
316,1962,4.839367800679654,1140.9692193286028
317,1962,4.839320053264514,1143.5707310115627
318,1962,4.839275938322606,1144.9157441629304
319,1962,3.893682971051641,1556.7326864224563
320,1962,3.8433601851903085,1792.2690147731137
321,1962,1.4360115619827225,1115.2842466242828
322,1962,1.0177706120895045,1562.095518110589
323,1962,0.9913496404409368,1572.3467121135657
324,1962,0.7816423996063453,1566.3181961123507
325,1962,0.765378806871614,1600.8783100275002
326,1962,0.64444247339076,1588.5642939437328
327,1962,0.3236529354697703,1557.597583650487
328,1962,0.31269355612235444,1637.7936221231903
329,1962,0.27038284982428035,1628.5999148441583
330,1962,0.23587670274540895,1587.2246838850594
331,1962,0.2123916473872463,1557.8645943180313
332,1962,0.1781839997670211,1564.7327773477887
333,1962,0.1494064152027734,1563.02243133968
334,1962,0.13486800450888015,1559.9962701247584
335,1962,0.13108347261683423,1119.1230321319506
336,1962,0.13106516518378644,1130.3500557431853
337,1962,0.13106482558758575,1130.4656798801414
338,1962,0.13106117674894435,1133.1258936289496
339,1962,0.1310553612193581,1136.7762018397677
340,1962,0.1310549447820201,1137.1958842950312
341,1962,0.13105221332833203,1137.5225437713618
342,1962,0.13105191566799645,1137.0747429708206
343,1962,0.13104905028932323,1141.0785523509426
344,1962,0.13104768978279688,1140.0139560940997
345,1962,0.13104520635169614,1141.8396800519179
346,1962,0.1310447168279771,1143.6486972623054
347,1962,0.11233442886366357,1537.4157074110499
348,1962,0.09554046930017758,1574.8923260074173
349,1962,0.03737529890239387,1051.6975665362038
350,1963,40992.45827111476,1691.7343094108605
351,1963,25757.09020335899,1717.8481976355117
352,1963,45527.21098592895,1683.8213339999156
353,1963,10395.010334268736,1637.793937934672
354,1963,9983.605738356093,1678.0756631031486
355,1963,9674.175811826888,1572.0940738434626
356,1963,4995.910129347736,1126.1517482368129
357,1963,4995.253625665688,1133.5539182363505
358,1963,4293.41061336422,1511.797399687244
359,1963,3071.2087438776393,1455.609084340971
360,1963,3022.2701042653275,1537.733065135959
361,1963,2840.558722170961,1446.623000744683
362,1963,2585.2506290495035,1717.2730297090416
363,1963,2532.860644395107,1717.6319293998856
364,1963,2144.285304565553,1619.5328485054001
365,1963,2059.4902750558676,1604.221722614942
366,1963,1799.0028882723186,1535.5335406796216
367,1963,1688.8129555611079,1495.8100553778681
368,1963,1562.8056119066794,1536.4314712408684
369,1963,1544.796568064912,1596.5884800937224
370,1963,1528.1878352089936,1504.4543811569304
371,1963,1460.356391916781,1680.7607564062746
372,1963,3511.300740046988,1750.3142044196077
373,1963,1093.0916878600467,1580.2061030853738
374,1963,997.9730451962262,1691.8774378468966
375,1963,807.7628940615373,1730.8251181752694
376,1963,757.3526935956353,1725.9723490398412
377,1963,647.2465127485566,1048.9428695761333
378,1963,632.3435096475519,1552.4926157959062
379,1963,609.4436861589961,1491.763532160342
380,1963,640.0566616808441,1705.5360162378502
381,1963,749.619548333537,1454.6032488108879
382,1963,590.2149061548344,1478.3223130615454
383,1963,570.038580410958,1763.014571761976
384,1963,568.586666338819,1793.9588265484608
385,1963,507.2660083044456,1743.4415852348122
386,1963,492.88341535110976,1560.0318365882483
387,1963,452.4668681572157,1564.7016168298856
388,1963,419.50974124925295,1688.4748681768538
389,1963,406.75445325921123,1485.31334892128
390,1963,400.26163667789183,1611.7718382741284
391,1963,359.1917404456868,1722.894575578162
392,1963,334.79671911373083,1576.8743729965342
393,1963,317.62626140197034,1547.581092821514
394,1963,313.40428586090286,1479.805174316548
395,1963,299.5084542148143,1446.278998531686
396,1963,398.71548578187605,1626.0968180668667
397,1963,283.24275711423684,1263.6779045563048
398,1963,282.32991419183963,1111.3518225740243
399,1963,274.86268263267976,1564.891198174477
400,1963,259.50447305225003,532.332391109317
401,1963,256.4760810277348,1049.036696830415
402,1963,230.5344800348982,1456.7580013316965
403,1963,218.4183814072498,1561.0392915446907
404,1963,210.49127819790942,1769.9616590005608
405,1963,207.07030459310363,1484.4411042404997
406,1963,196.4784554396572,1265.1777263640254
407,1963,196.2149116375436,1581.7853188356444
408,1963,191.23572444569507,1567.932961534939
409,1963,190.0611926095607,1346.9725743707177
410,1963,185.01172192439338,1083.9231595267404
411,1963,174.2193656602859,1130.596061958301
412,1963,168.09522392146587,1773.5718086017298
413,1963,166.40046525652014,1603.1022376645885
414,1963,158.01143219604407,1605.454698443225
415,1963,157.11095361874698,1541.4336314061975
416,1963,143.4790658533242,1533.2326480865893
417,1963,140.19973756568183,1576.8654908548615
418,1963,130.78752864122492,1220.797892091724
419,1963,129.1087027202992,1048.2432400904672
420,1963,127.61352463113217,1424.870506580792
421,1963,121.73218441653788,1610.5850276101357
422,1963,120.83005538860246,1731.4321624060462
423,1963,99.9510250051165,1131.5516048234817
424,1963,97.66778853487583,1729.0511757071272
425,1963,93.66912634335137,1543.1629359793499
426,1963,82.82143075590345,1606.2435681241077
427,1963,82.49547420656457,1723.9977078021018
428,1963,80.29954076536325,1577.0236942022884
429,1963,74.2336692851571,1468.649191682827
430,1963,73.65244732571405,1570.9516870767882
431,1963,72.5570363355388,1737.2123422326695
432,1963,68.1489423289398,1094.5335113948363
433,1963,65.41072648952562,1047.44321410642
434,1963,64.98794068747598,1789.8840793839197
435,1963,62.81253615131498,1556.6885524974264
436,1963,61.60910467449664,1282.2011173285762
437,1963,59.24124660588917,1745.8267353380024
438,1963,56.97743801883122,1745.7127022747857
439,1963,56.71418522266841,1696.5224872844526
440,1963,56.0499888219124,1689.8083897740992
441,1963,53.76619283681357,1575.6563749986376
442,1963,48.92638891652708,1564.6170507095499
443,1963,45.09352723056189,1743.7625646025674
444,1963,45.04075108055952,1136.8502289870337
445,1963,45.04023632979935,1137.1723851044658
446,1963,45.032840903898254,1148.8553398894846
447,1963,39.821331057978625,1137.7068232978997
448,1963,39.00748784346964,1570.5417502823186
449,1963,38.06358434126753,1594.8566313645804
450,1963,37.26064577576873,1571.7746846402297
451,1963,64.2666029078313,1564.2561647066868
452,1963,30.743400841215113,534.9686162484045
453,1963,28.129209235747926,1561.280740951854
454,1963,27.336476023080067,1474.7154001082895
455,1963,20.27164592128578,1563.116450560472
456,1963,15.848381960444575,1569.9119056936943
457,1963,15.814536776130936,1573.538495648652
458,1963,18.306500952040288,558.6706828483649
459,1963,12.748582579794611,155.35844455513256
460,1963,6.53104451675488,1606.684753913537
461,1963,4.840678653178414,1121.040662889854
462,1963,4.840670603555663,1121.258518560693
463,1963,4.840467436101261,1125.4406285104067
464,1963,4.84045209572793,1123.366447568652
465,1963,4.840435446741632,1126.0297833064417
466,1963,4.840185803838002,1128.8185657014978
467,1963,4.84014084442057,1129.919422067278
468,1963,4.839450584902179,1140.3595736856757
469,1963,4.839344222487236,1141.3943460916987
470,1963,4.8392447370878395,1142.6547740501037
471,1963,4.8390288652381415,1145.953698926776
472,1963,4.141935931801785,1553.7130442510818
473,1963,3.4807299508330587,1591.9922025403582
474,1963,3.192132228792395,1587.8150085897917
475,1963,2.511164052222787,1567.2016817046851
476,1963,2.0470831892872265,1572.3539493247183
477,1963,2.0035501253159604,1574.4340439106265
478,1963,1.8872900432552175,1544.163685886194
479,1963,1.7684061930808812,1791.4580664486305
480,1963,1.701391810429952,1588.6631933655615
481,1963,0.32374106477363,1601.601319381784
482,1963,0.3118658527272538,1611.3913514734415
483,1963,0.29120396564462453,1604.8145856357694
484,1963,0.21255127385676198,1535.0458312948008
485,1963,0.15387039209157302,1607.3220767241598
486,1963,0.14414951356358363,1605.5755085667797
487,1963,0.14266621686382305,1564.9173462447247
488,1963,0.1358577120857497,1598.141495038742
489,1963,0.13460465424021228,1593.6723906956124
490,1963,0.13108399630346143,1118.5194974631734
491,1963,0.13108394226783784,1118.2526301946914
492,1963,0.13108279880645352,1117.9363566752195
493,1963,0.13108249124899413,1119.8206422352778
494,1963,0.13107967180912522,1119.8493289878177
495,1963,0.13107919105883079,1121.7804896673451
496,1963,0.13107865113894202,1122.340719446528
497,1963,0.131076735794578,1124.0315886868134
498,1963,0.1310763693988962,1121.944798767486
499,1963,0.13107567665594944,1122.8917986237332
500,1963,0.2621372563422317,1129.6284593556452
501,1963,0.1310685900671368,1129.427879928931
502,1963,0.131065277681761,1131.8208205976814
503,1963,0.13106524481540932,1131.7952621958184
504,1963,0.13106482909345563,1131.225370201828
505,1963,0.1310644147521327,1132.5939725342973
506,1963,0.13106399054921708,1131.81863931705
507,1963,0.13106375955033517,1132.555037273992
508,1963,0.13106340721935872,1132.2812172307367
509,1963,0.1310631549885752,1132.3833016567824
510,1963,0.13106301845728793,1131.9913709001173
511,1963,0.131062026429357,1133.3522762734508
512,1963,0.1310597882618511,1134.8194534661461
513,1963,0.13105819583280526,1134.265138897312
514,1963,0.1310578321760667,1133.8296661999918
515,1963,0.13105754828683283,1134.63413699183
516,1963,0.13105579353785163,1135.8835860375002
517,1963,0.1310556098046522,1135.1154495162405
518,1963,0.13105284429869385,1136.3250889755843
519,1963,0.13105217081499151,1136.6846639347102
520,1963,0.13105204696220352,1136.8428916875002
521,1963,0.13104782764796244,1141.3425017772233
522,1963,0.13104603313794513,1143.048839891298
523,1963,0.13104503909421647,1142.9930391931014
524,1963,0.13104415239854927,1142.571136806754
525,1963,0.13104308370136908,1142.4508698945353
526,1963,0.13104193922593857,1143.8350679991195
527,1963,0.13104150334318584,1144.9046879103562
528,1963,0.13104139338092366,1145.5725258655007
529,1963,0.13103981527873443,1143.7833951689063
530,1963,0.1310364727833526,1147.3271440653589
531,1963,0.1310331251776438,1147.5389037386446
532,1963,0.1310317113535051,1148.1974248534655
533,1963,0.11725677255868897,1637.675196414572
534,1963,0.08014452423554073,1593.6690735934042
535,1963,0.07546047841596454,1605.29719194379
536,1963,0.01791132143832459,1052.904936093107
537,1963,0.017911298159331127,1052.6285222472484
538,1963,0.0174054793599328,1050.91101079427
539,1964,19218.105903432406,1753.8118586368944
540,1964,14101.44366232338,1046.7864795671574
541,1964,11131.171731536648,1623.8175704183284
542,1964,10817.55037646403,1513.1516944269924
543,1964,5876.966587361752,1640.5833085175418
544,1964,4996.316662943953,1115.6580859278865
545,1964,4995.725599114989,1128.870000958153
546,1964,4995.523496030371,1131.8957567700702
547,1964,4995.490067526366,1132.898751294847
548,1964,4995.263602457726,1133.5122565960182
549,1964,4267.789502857865,1610.183393552672
550,1964,2865.8342506912363,1483.3232737825087
551,1964,2668.77880197223,1530.541667259595
552,1964,2429.4038408197225,1607.6917853693512
553,1964,2158.5242261818776,1488.5215037226026
554,1964,1963.3970932111727,1718.0063017610898
555,1964,1721.0971079808382,1742.9504493756167
556,1964,1601.4282750303744,1553.148089675848
557,1964,2358.6335793288863,1798.7924715367396
558,1964,1422.4000913671462,1568.9284831831155
559,1964,893.3694472514022,1727.9687901676537
560,1964,777.7040430288783,1096.8260302999943
561,1964,749.2598138082997,1628.2766613306744
562,1964,746.8648298971035,1581.6889834043582
563,1964,743.9080247652789,1790.03326887735
564,1964,711.7131459554965,1356.0029327801992
565,1964,692.3328288189622,1495.2515461055398
566,1964,690.761219398667,1374.0772858247321
567,1964,630.7158802494909,1503.4468991064768
568,1964,612.4540718347946,1337.348116679204
569,1964,600.5921967067409,1534.1190067877942
570,1964,599.8093500377163,1489.6024802386153
571,1964,575.0359271792573,1468.7322938594168
572,1964,569.272659508095,1609.3534809466635
573,1964,458.994728026723,1797.0420550703966
574,1964,423.57542630472926,1760.9633578271062
575,1964,506.1306454736879,1603.6150803759294
576,1964,398.48485066793796,1700.6176940234661
577,1964,392.00146443511005,1563.8258784930185
578,1964,361.8210577704336,1741.0546808349932
579,1964,343.36894046091817,1725.0108399805226
580,1964,338.08414947313713,1485.7235905004409
581,1964,330.6257780452857,1588.2718487931136
582,1964,321.7895284639667,1567.0231763634386
583,1964,315.06484176310147,1595.5286897238911
584,1964,286.27309963294056,1388.8791275617782
585,1964,271.4697196925416,1574.596473386455
586,1964,245.95609420922622,1109.3109885952529
587,1964,239.56819895332978,1762.3770660367572
588,1964,238.4664703203277,1585.6717007629334
589,1964,234.60427015093617,1636.8637231060607
590,1964,214.50221068145038,1722.9317721094637
591,1964,233.23445071743788,1569.8166521781243
592,1964,200.19215770825437,1457.525368693218
593,1964,169.4258055300705,1633.0017270697022
594,1964,167.51101660088244,1741.4764380562808
595,1964,161.53024454638896,1527.1004700939202
596,1964,155.12411030570323,1508.3771321247982
597,1964,152.45331758529235,886.1771123767412
598,1964,148.26760857807213,1389.5020466524786
599,1964,288.7157941667326,1132.7442925361186
600,1964,130.70527375464175,1452.0063252062532
601,1964,128.08361617798178,1762.0370884977685
602,1964,110.71682403908434,1491.41938212524
603,1964,108.9758149585377,1555.1954771874298
604,1964,107.18020143282683,1586.3599037444899
605,1964,102.9103060887691,1588.7120943544523
606,1964,95.2094658461817,1390.9929583124242
607,1964,86.33310148582306,1775.4601467928169
608,1964,71.63368831762337,1548.1805744756732
609,1964,66.2485983641762,1569.8379236492406
610,1964,61.13404191007973,1534.4809406639188
611,1964,57.39955410240947,1570.7782603354674
612,1964,55.23529576118203,1363.2034785432759
613,1964,47.393441122484255,1570.0703280020982
614,1964,42.27393694036403,1530.9579630181033
615,1964,37.371624251227395,1610.5360475228636
616,1964,34.414108800637685,1544.8039546208581
617,1964,33.28968938714479,1798.3221703995239
618,1964,31.137031749573918,1565.7201369655056
619,1964,28.468121417707913,181.90247243324123
620,1964,27.89905882483649,1596.6076141269593
621,1964,26.62205366178269,1524.1373514853592
622,1964,25.821086790087698,1079.9227087015036
623,1964,28.52661710886596,1792.2201374246658
624,1964,13.125131397962988,1793.7793950271487
625,1964,12.125810404638882,1385.8346504345425
626,1964,8.53671149601649,1100.7921377397224
627,1964,7.507726303473591,1569.1212262831832
628,1964,6.0661921738339135,472.82440306510387
629,1964,4.840897526962072,1116.2067539557445
630,1964,4.840848017078908,1117.3520379692525
631,1964,4.840805468710529,1117.6442898898244
632,1964,4.840782852778392,1117.1422446201877
633,1964,4.840775403541759,1117.2556718135618
